;SVC signal;return;;return of buy only (SVC);return of buy and hold;;return of buy/sell;;;;AdaBoost signal;;return of buy only (adaboost);;return of buy/sell;;;%;
31/08/2020;1;-0,00478955;-0,00478955;1,210634947;1,411004555;-0,00478955;1,018925455;;;;0;0;1,112282977;0,00478955;0,831195526;;;;
01/09/2020;1;0,023127338;0,023127338;1,23863371;1,443637333;0,023127338;1,042490488;;;;1;0,023127338;1,138007121;0,023127338;0,850418866;;;;
02/09/2020;1;-0,044389291;-0,044389291;1,183651638;1,379555296;-0,044389291;0,996215074;;;;1;-0,044389291;1,087491792;-0,044389291;0,812669376;;;;
03/09/2020;1;-0,106946101;-0,106946101;1,05706471;1,232017235;-0,106946101;0,889673756;;;;1;-0,106946101;0,971188784;-0,106946101;0,725757554;;;;
04/09/2020;1;0,027858546;0,027858546;1,086512996;1,266339444;0,027858546;0,914458773;;;;1;0,027858546;0,998244692;0,027858546;0,745976104;;;;
05/09/2020;1;-0,028795336;-0,028795336;1,055226489;1,229874774;-0,028795336;0,888126625;;;;1;-0,028795336;0,9694999;-0,028795336;0,724495472;;;;
06/09/2020;1;0,008766234;0,008766234;1,064476851;1,240656144;0,008766234;0,895912151;;;;1;0,008766234;0,977998763;0,008766234;0,730846568;;;;
07/09/2020;1;0,011817242;0,011817242;1,077056032;1,255317278;0,011817242;0,906499362;;;;1;0,011817242;0,989556011;0,011817242;0,739483159;;;;
08/09/2020;1;-0,024495302;-0,024495302;1,050673218;1,224567902;-0,024495302;0,884294386;;;;1;-0,024495302;0,965316538;-0,024495302;0,721369296;;;;
09/09/2020;1;0,010510407;0,010510407;1,061716221;1,237438609;0,010510407;0,89358868;;;;1;0,010510407;0,975462407;0,010510407;0,72895118;;;;
10/09/2020;1;0,011789433;0,011789433;1,074233253;1,252027307;0,011789433;0,904123583;;;;1;0,011789433;0,986962555;0,011789433;0,737545101;;;;
11/09/2020;1;0,004657005;0,004657005;1,079235962;1,257858005;0,004657005;0,908334091;;;;1;0,004657005;0,991558845;0,004657005;0,740979852;;;;
12/09/2020;1;0,004750868;0,004750868;1,08436327;1,263833922;0,004750868;0,912649466;;;;1;0,004750868;0,99626961;0,004750868;0,74450015;;;;
13/09/2020;1;-0,011419;-0,011419;1,071980926;1,249402203;-0,011419;0,902227922;;;;1;-0,011419;0,984893207;-0,011419;0,735998703;;;;
14/09/2020;1;0,033568289;0,033568289;1,107965491;1,291342497;0,033568289;0,93251417;;;;0;0;0,984893207;-0,033568289;0,711292486;;;;
15/09/2020;1;0,010323185;0,010323185;1,119403224;1,304673264;0,010323185;0,942140686;;;;1;0,010323185;0,995060442;0,010323185;0,71863529;;;;
16/09/2020;1;0,01538219;0,01538219;1,136622098;1,324741997;0,01538219;0,956632873;;;;1;0,01538219;1,010366651;0,01538219;0,729689474;;;;
17/09/2020;1;-0,000593537;-0,000593537;1,135947471;1,323955714;-0,000593537;0,956065077;;;;1;-0,000593537;1,009766962;-0,000593537;0,729256377;;;;
18/09/2020;1;-0,000922813;-0,000922813;1,134899204;1,32273395;-0,000922813;0,955182808;;;;1;-0,000922813;1,008835136;-0,000922813;0,72858341;;;;
19/09/2020;1;0,013342722;0,013342722;1,150041849;1,340382822;0,013342722;0,967927547;;;;1;0,013342722;1,022295743;0,013342722;0,738304696;;;;
20/09/2020;1;-0,014397906;-0,014397906;1,133483655;1,321084117;-0,014397906;0,953991417;;;;1;-0,014397906;1,007576825;-0,014397906;0,727674655;;;;
21/09/2020;1;-0,046123129;-0,046123129;1,081203841;1,260151583;-0,046123129;0,909990348;;;;0;0;1,007576825;0,046123129;0,761237287;;;;
22/09/2020;1;0,011000298;0,011000298;1,093097405;1,274013626;0,011000298;0,920000512;;;;1;0,011000298;1,01866047;0,011000298;0,769611123;;;;
23/09/2020;1;-0,02853426;-0,02853426;1,06190668;1,237660589;-0,02853426;0,893748978;;;;1;-0,02853426;0,989593747;-0,02853426;0,747650839;;;;
24/09/2020;1;0,049801089;0,049801089;1,114790789;1,299297434;0,049801089;0,938258651;;;;1;0,049801089;1,038876593;0,049801089;0,784884665;;;;
25/09/2020;1;-0,00407863;-0,00407863;1,110243969;1,293998081;-0,00407863;0,934431841;;;;1;-0,00407863;1,0346394;-0,00407863;0,781683411;;;;
26/09/2020;1;0,003552963;0,003552963;1,114188625;1,298595608;0,003552963;0,937751842;;;;1;0,003552963;1,038315435;0,003552963;0,784460703;;;;
27/09/2020;1;0,003978236;0,003978236;1,11862113;1,303761728;0,003978236;0,94148244;;;;1;0,003978236;1,042446099;0,003978236;0,787581473;;;;
28/09/2020;1;-0,007821198;-0,007821198;1,109872173;1,293564749;-0,007821198;0,93411892;;;;0;0;1,042446099;0,007821198;0,793741304;;;;
29/09/2020;1;0,013848758;0,013848758;1,125242524;1,311479014;0,013848758;0,947055306;;;;1;0,013848758;1,056882683;0,013848758;0,804733635;;;;
30/09/2020;1;-0,006133894;-0,006133894;1,118340405;1,30343454;-0,006133894;0,941246169;;;;1;-0,006133894;1,050399876;-0,006133894;0,799797484;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
